model_id,sysml_path,txt_path,split,quality,category,likert_score,similarity_percent,structure_score,behavior_score,data_score,token_recall_percent,parse_status,matched_terms,missing_terms
1067,data/001067/001067.sysml,data/001067/001067.txt,agent,B,electronics,4,67.9,87.7,49.9,46,73.6,ok,Gaseous Ionization Detector System | Discriminator | Preamplifier | Electrodes | Chamber | Counter,RadiationInputPort | Signal Processing Chain | shapingTime ISQ TimeValue | amplifierGain GainFactor | threshold ISQ ElectricPotentialValue | Discrimination
1068,data/001068/001068.sysml,data/001068/001068.txt,agent,B,electronics,4,67,69.8,52.1,80.3,70.9,ok,Power Supply | Processor | Display | Alarm | IonizingParticle | ElectricalPulse,RadiationInputPort | AlarmTriggerPort | PulseOutputPort | PowerOutputPort | PulseInputPort | Speaker
1069,data/001069/001069.sysml,data/001069/001069.txt,agent,B,electronics,4,70.9,75.5,62.4,68.5,75.1,ok,Geiger Muller Radiation Detector | Pulse Processor | Counter | Speaker | Display | HighVoltageSupply,Hv Power Supply | CountDataPort | backgroundRadiation > 0.0 | hvPowerSupply | backgroundRadiation > 0.0 | timestamp: ISQ TimeValue
1070,data/001070/001070.sysml,data/001070/001070.txt,agent,B,electronics,4,67.7,78.6,64.2,47.2,69,ok,Inertial Mass | Housing | Magnet | Coil | ElectricalSignal | PermanentMagnet,SeismicInputPort | waterproofRating: String | wireDiameter: ISQ LengthValue | Suspension | Continue Monitoring | Decision1
1071,data/001071/001071.sysml,data/001071/001071.txt,agent,B,electronics,4,69.5,79.1,61.7,56.5,72.9,ok,Glass Break Detector System | Conditioner | Sensor | GlassBreakEvent | SignalConditioner | PowerManagement,analyze.breakDetected | analyze.breakDetected | Analyzer | Analyze | Done | Decision1
1072,data/001072/001072.sysml,data/001072/001072.txt,agent,B,electronics,4,76.8,91.1,73.7,46.3,79.2,ok,Golay Cell Detector System | Membrane | Chamber | Readout | Window | InfraredRadiation,RadiationInputPort | Assign | Done | temperatureIncrease: ThermodynamicTemperatureValue | temperatureIncrease ThermodynamicTemperatureValue | temperature: ThermodynamicTemperatureValue
1073,data/001073/001073.sysml,data/001073/001073.txt,agent,B,aerospace,3,62.7,78.7,48,44.8,67.4,ok,Proof Mass | Conditioner | Processor | Spring | Sensor | Logger,PowerInputPort | temperature: ISQ ThermodynamicTemperatureValue | displacement: ISQ LengthValue | timestamp: ISQ TimeValue | filterCutoff: ISQ FrequencyValue | Controller
1074,data/001074/001074.sysml,data/001074/001074.txt,agent,B,electronics,4,70.5,75,60.4,76.4,71.6,ok,Depth Calc | Pulse Gen | Image Gen | Amplifier | Monitor | Dsp,emPulse EMPulse | Controller | EMPulse | Generate | Digitize | Amplify
1075,data/001075/001075.sysml,data/001075/001075.txt,agent,B,aerospace,3,60.4,72,55.5,43.4,60.2,ok,Ground Speed Radar System | Power Supply | Transmitter | Processor | Receiver | Antenna,PowerInputPort | outputVoltage: ISQ ElectricPotentialDifferenceValue | RFTransmitter | RFReceiver | Propagate | Validate
1076,data/001076/001076.sysml,data/001076/001076.txt,agent,B,aerospace,3,58.8,73.7,42.4,49.5,61.8,ok,Gyroscope Navigation System | Sensing Element | Conditioner | Processor | SignalConditioner | CalibrationModule,GyroOutputPort | PowerInputPort | AngularRateVector | pitch: PlaneAngleValue | startCommand: StartCmd | Calibrator
1077,data/001077/001077.sysml,data/001077/001077.txt,agent,B,electronics,3,55,64,50.4,35.8,59.6,ok,Gyroscopic Sensing Unit | Adc | Dsp | DiagnosticData | Filter | Format,PowerSupplyPort | outputReading GyroscopeReading | currentTemp TemperatureValue | calibrated AngularVelocityValue calibratedData | physicalRotation AngularVelocityValue | raw AngularVelocityValue rawReading
1078,data/001078/001078.sysml,data/001078/001078.txt,agent,B,electronics,4,77.8,82.4,69.7,73.9,82.6,ok,Hall Effect Sensing Unit | HallEffectSensor | SignalConditioner | ElectricalSignal | MagneticField | SensingUnit,Apply Bias Current | MagneticFluxDensityValue
1079,data/001079/001079.sysml,data/001079/001079.txt,agent,B,electronics,4,71.5,90.2,62.3,42.7,73.2,ok,Current Source | Amplifier | Processor | Display | Filter | Adc,measuredField: MagneticFluxDensityValue | elementThickness: ISQ LengthValue | Compute | Sense | samplingRate: ISQ FrequencyValue | cutoffFrequency: ISQ FrequencyValue
1080,data/001080/001080.sysml,data/001080/001080.txt,agent,B,medical,5,88,95.9,92.5,65.4,86.1,ok,Heartbeat Sensing Unit | Processor | Sensor | Buffer | HeartRateMeasurement | SignalProcessor,accuracyTolerance: Real default 2.0 | operatingVoltage: ISQ ElectricPotentialValue | measurementInterval: Real default 1.5 | totalPowerConsumption: ISQ PowerValue | voltage: ISQ ElectricPotentialValue
1081,data/001081/001081.sysml,data/001081/001081.txt,agent,B,electronics,4,66.3,81.5,45.8,61.3,70.4,ok,Heat Flux Sensing Unit | Conditioner | Thermopile | Storage | Adc | HeatFluxMeasurement,filterCutoffFrequency: Real | calibrationDate: String | Processor | ADConverter | Acquire Sample | Check Continue
1082,data/001082/001082.sysml,data/001082/001082.txt,agent,B,electronics,3,63.4,75.5,54.7,43.3,68.4,ok,Holographic Sensing Unit | Beam Splitter | Processor | Detector | Recorder | Laser,OpticalInputPort | intensityDistribution: InterferenceIntensity | Illuminator | Fork | ControlPort | PowerPort
1083,data/001083/001083.sysml,data/001083/001083.txt,agent,B,industrial,4,72.8,96.7,43.2,64,77.3,ok,Weather | Logger | Gauge | Well | Pan | EvaporationPan,calculateRate.rate.num >= 0.0 | calculateRate.rate.num >= 0.0 | Final Reading | Check Anomaly | Wait Period | Log Final
1084,data/001084/001084.sysml,data/001084/001084.txt,agent,B,electronics,4,81.6,93,76.2,67.7,80.1,ok,Power Supply | Protection | Collector | Processor | Filament | Grid,VacuumInterfacePort | Assign | Done | emissionRate
1085,data/001085/001085.sysml,data/001085/001085.txt,agent,B,electronics,4,72.5,80.3,66.4,57,77.7,ok,Voltage Divider | Processor | Humistor | Adc | HumidityReading | Convert,AnalogOutputPort | PowerInputPort | DataOutputPort | Sense | CurrentValue | systemOutput
1086,data/001086/001086.sysml,data/001086/001086.txt,agent,B,energy,3,65.5,74.4,43.6,77.3,69.7,ok,Hydrocarbon Dew Point Control System | Dew Point Analyzer | Refrigeration System | Controller | Chiller | ProcessController,GasOutletPort | GasInletPort | refrigerantTemp: TemperatureValue | flowRate: VolumeFlowRateValue | Separator | Analyze Inlet
1087,data/001087/001087.sysml,data/001087/001087.txt,agent,B,electronics,4,66.2,72.1,54,73,66.7,ok,Sensor Element | Adc | HydrogenSensorElement | CalibrationParameters | ProcessedMeasurement | Validate,PowerSupplyPort | GasInputPort | lastCalibrationTime: Real | Processor | Compensate | Calibrate
1088,data/001088/001088.sysml,data/001088/001088.txt,agent,B,electronics,4,69.8,80.2,57.2,67.9,70.2,ok,Sensing Cell | Power Reg | Amplifier | Processor | SensorReading | AlarmSignal,alarmMessage: String | Adc | Fork | Join Node | adc | humidity: Real
1089,data/001089/001089.sysml,data/001089/001089.txt,agent,B,industrial,4,71.3,87.4,61,53.7,70.9,ok,Hydrometer System | Measurement Scale | Hydrometer Float | TemperatureSensor | FluidContainer | container,currentTemperature: ISQ ThermodynamicTemperatureValue | currentTemperature ISQ ThermodynamicTemperatureValue | stemCrossSectionalArea: ISQ AreaValue | referenceTemperature: ISQ ThermodynamicTemperatureValue : | containerHeight: ISQ LengthValue | Calculate
1090,data/001090/001090.sysml,data/001090/001090.txt,agent,B,electronics,4,69.6,86.1,51.2,62.1,71.4,ok,Hydrophone System | Transducer | Processor | Recorder | Preamp | Power,AcousticInputPort | filterType: ScalarValues String | lowerBound: ISQ FrequencyValue | upperBound: ISQ FrequencyValue | Digitize | Amplify
1091,data/001091/001091.sysml,data/001091/001091.txt,agent,B,electronics,4,75.5,81.7,63.6,74.4,80.5,ok,Hygrometer System | Processor | Display | Sensor | Logger | Power,DisplayInputPort | lastCalibrationDate: String | envInput
1092,data/001092/001092.sysml,data/001092/001092.txt,agent,B,aerospace,3,55.8,65,35.9,62.7,60.1,ok,Hyperspectral Imaging System | Scan Mirror | Processor | Storage | SpectralDataCube | SpectralDispersionUnit,spectralRadiation: OpticalRadiation | polychromaticLight: OpticalRadiation | polychromaticLight: OpticalRadiation | dispersedSpectrum OpticalRadiation | Calibrator | Disperser
1093,data/001093/001093.sysml,data/001093/001093.txt,agent,B,electronics,4,67.1,68.7,70.2,62,64.5,ok,Illuminator | Controller | Processor | Database | Sensor | MatchResult,Compare Iris Templates | pigmentationPattern: String | captureTimestamp: TimeValue | templateData: String | irLight: PowerValue | Matcher
1094,data/001094/001094.sysml,data/001094/001094.txt,agent,B,electronics,3,56.8,69.5,48.5,36.2,61,ok,Transistor | Reference | Amplifier | Converter | Membrane | IonSensitiveMembrane,temp ThermodynamicTemperatureValue | voltage ElectricPotentialValue | drainVoltage: ElectricPotentialValue | inputVoltage: ElectricPotentialValue | refVoltage: ElectricPotentialValue | ISFETp HSensing System
1095,data/001095/001095.sysml,data/001095/001095.txt,agent,B,electronics,3,60.7,63.3,56.9,57.5,63.2,ok,RawImageData | Process | measurementEngine | processor | sensor | ProcessedImageData,pixelValues: Integer ordered | timestamp: ISQ TimeValue | Adc | Calculate | OpticalInputPort | ExposureTimeValue
1096,data/001096/001096.sysml,data/001096/001096.txt,agent,B,electronics,4,70.3,74.4,73.4,54.3,71.1,ok,Exposure Control | Processor | ProcessedImageFrame | RawImageFrame | AnalogSignal | Measure,lastFrameTimestamp: DateTime | Optics | Adc | Digitize | PixelCountValue | optics
1097,data/001097/001097.sysml,data/001097/001097.txt,agent,B,electronics,3,63.4,83.2,47.3,43.4,65.9,ok,Signal Processor | Impact Detector | Accelerometer | ImpactEvent | signalProcessor | impactDetector,lastReadingTime: TimeValue | eventId: String | Sample XAxis | Sample YAxis | Sample ZAxis | Combine Axes
1098,data/001098/001098.sysml,data/001098/001098.txt,agent,B,electronics,3,65.5,82.4,56.1,39.6,68.1,ok,Inclinometer System | Processor | Display | Sensor | Power | DisplayController,outputVoltage: ISQ ElectricPotentialValue | PowerInputPort | calibratedAngle AngleDegrees | filterCutoffFrequency: FrequencyValue | operatingRange: AccelerationValue | refreshRate: FrequencyValue
1099,data/001099/001099.sysml,data/001099/001099.txt,agent,B,industrial,3,59.3,73.5,41.3,54.2,62.1,ok,Photodetectors | Disk | QuadratureSignal | OpticalDisk | photodetectors | encoder,(chA == ChannelState high and chB == ChannelState low) | (chA == ChannelState low and chB == ChannelState high) | (chA == ChannelState high and chB == ChannelState low) | (chA == ChannelState low and chB == ChannelState high) | diskRadius: LengthValue | outputVoltageLow: Real
1100,data/001100/001100.sysml,data/001100/001100.txt,agent,B,aerospace,3,55.9,64,42.6,54.7,59.8,ok,Inertial Navigation System | CalibrationParameters | InertialMeasurement | NavigationState | OrientationAngles | orientation: OrientationAngles,gyroscopeBias: AngularVelocityVector | NavigationOutputPort | CalibrationInputPort | navigationOutputPort | bodyAcceleration AccelerationVector | currentVelocity VelocityVector
1101,data/001101/001101.sysml,data/001101/001101.txt,agent,A,aerospace,2,45.4,53.3,35.6,38.7,49.2,ok,NavigationState | CalibrationData | Inertial Reference Unit System | Apply Calibration | AttitudeAngles | attitude: AttitudeAngles,calibratedGyro AngularVelocityVector | combinedGyro AngularVelocityVector | rawGyro AngularVelocityVector | Update Attitude Estimate | Update Velocity Estimate | Update Position Estimate
1102,data/001102/001102.sysml,data/001102/001102.txt,agent,A,electronics,3,61.5,69.9,59.9,39.9,65,ok,Infrared Thermal Imaging System | Power Supply | Processor | Display | Sensor | Cooler,ProcessedOutputPort | ImageOutputPort | PowerInputPort | incidentRadiation IRRadiation | ambientTemp: TemperatureValue | Optics
1103,data/001103/001103.sysml,data/001103/001103.txt,agent,B,electronics,4,71.5,81.9,56.1,68.9,75.5,ok,Conditioner | Processor | Detector | Adc | AnalogToDigitalConverter | InfraredDetectorElement,MeasurementOutputPort | RadiationInputPort | spectralRange: LengthValue | sensorID: String | noiseEquivalentPower: RadiantFluxValue | Optics
1104,data/001104/001104.sysml,data/001104/001104.txt,agent,B,electronics,3,65.7,81.5,45.6,60.7,68.7,ok,Mode Selector | Amplifier | Display | Trigger | Battery | Sensor,apertureDiameter: DistanceValue | focalLength: DistanceValue | Optics | Adc | Mcu | Digitize
1105,data/001105/001105.sysml,data/001105/001105.txt,agent,B,electronics,4,70.9,84.8,61.2,51.9,74,ok,Integrated Circuit Piezoelectric Sensing Unit | Signal Filter | Charge Amp | Processor | Crystal | Adc,operationalState: String | calibrationDate: String | lastMeasurementTime: String | MechanicalStimulus | MechanicalInputPort | stimulus
1106,data/001106/001106.sysml,data/001106/001106.txt,agent,B,electronics,4,74.3,93.7,55.4,66.2,72.6,ok,Signal Conditioner | Diagnostic Unit | Transducer | Processor | Adc | AnalogToDigitalConverter,Microprocessor Unit Compensate Nonlinearity | Calibrate | Digitize | Diagnose | Fork | Done
1107,data/001107/001107.sysml,data/001107/001107.txt,agent,B,electronics,3,54.6,59.4,44,53.2,60.3,ok,Calculator | Voltmeter | IonConcentration | calculator | Ion Selective Electrode System | ConcentrationResult,internalFilling: InternalReference | membraneSelectivity SelectivityCoefficient | conditionedPotential ElectricPotential | sensePotential ElectricPotential | Internal Filling | Done
1108,data/001108/001108.sysml,data/001108/001108.txt,agent,B,electronics,3,62.6,70.7,54.2,56.6,64.3,ok,Ionization Chamber System | Amplifier | Processor | Chamber | Collect | Process,RadiationInputPort | CurrentOutputPort | BiasVoltagePort | feedbackCapacitance ChamberCapacitance | Amplify | Assign
1109,data/001109/001109.sysml,data/001109/001109.txt,agent,B,electronics,4,66.6,91.1,46.3,48.1,65.7,ok,Ionization Gauge System | Power Supply | Ion Region | Electrometer | Controller | Collector,mainPowerConnection | warmupDuration: ISQ DurationValue | measurementRange: PressureValue | regionVolume: ISQ VolumeValue | Amplify | Compute
1110,data/001110/001110.sysml,data/001110/001110.txt,agent,B,aerospace,4,71.5,86.1,61,51.2,75.2,ok,Readout Electronics | Resonator | Processor | Cryostat | MicrowaveReadoutElectronics | SuperconductingResonator,PhotonInputPort | DataOutputPort | calibrationFactor ScalarValues Real | Reconstruct | Modify L | Done
1111,data/001111/001111.sysml,data/001111/001111.txt,agent,B,electronics,3,52.3,63.8,36.7,44.4,58.2,ok,Processor | LED Light Sensing Unit | Analog Digital Converter | Led Sensor | processor: SignalProcessor | analogDigitalConverter,Anti Alias Filter | antiAliasFilter | Digitize | Amplify | OpticalPort | CapacitanceUnit
1112,data/001112/001112.sysml,data/001112/001112.txt,agent,B,automotive,3,51.5,60.3,46.1,40.5,51.9,ok,Receiver | Emitter | LaserPulse | PointCloud | Measure | Emit,not scanComplete | distance ISQ LengthValue | spatialPoint Point3D | not scanComplete | emissionTime: ISQ TimeValue | timestamp: ISQ TimeValue
1113,data/001113/001113.sysml,data/001113/001113.txt,agent,B,aerospace,3,63.4,73,49.6,56.2,69.6,ok,Ir Sensor | Navigation | Gimbal | Power | GeographicCoordinates | irSensor,SensorFusionPort | DataLinkPort | LaserDesignationCode | radarCrossSection: AreaValue | Processor | Comms
1114,data/001114/001114.sysml,data/001114/001114.txt,agent,B,medical,3,61.8,67.7,49.3,64.3,65.5,ok,Controller | Detector | Mixer | Waste | BiologicalSample | ChemicalReagent,dispenseVolume FluidVolume | loadVolume FluidVolume | sampleId: SampleIdentifier | Incubator | Assign | Done
1115,data/001115/001115.sysml,data/001115/001115.txt,agent,B,electronics,4,67.5,84.4,44.5,66,69.8,ok,Laser Beam Profiler System | Calibration | Attenuator | Processor | Splitter | Sensor,OpticalOutputPort | OpticalInputPort | maxInputPower: PowerValue | Output Results | Done | ControlPort
1116,data/001116/001116.sysml,data/001116/001116.txt,agent,B,electronics,3,59.5,81.1,45,34.2,60.8,ok,Processor | Receiver | Emitter | Display | Power | OpticalReceiver,LaserReceptionPort | LaserEmissionPort | detectionTime: ISQ TimeValue | emissionTime: ISQ TimeValue | distance ISQ LengthValue | validate.isValid | Display Result | distance: ISQ LengthValue
1117,data/001117/001117.sysml,data/001117/001117.txt,agent,B,electronics,4,72,80.4,65.4,58.1,76.3,ok,Output Interface | Conditioner | Processor | Sensor | CalibrationData | CalibrationParameters,calibrationStatus: String | lastCalibrationDate: String | Initialize System | Fork | FrequencyValue | Join Node
1118,data/001118/001118.sysml,data/001118/001118.txt,agent,B,industrial,4,66.3,87.6,36.7,64.9,69.8,ok,Level Sensing Unit | Conditioner | Processor | Sensor | Power | SignalConditioner,installationHeight: LevelValue | filterCutoffFrequency: Real | sensorId: String | Condition Action | Measure Action | Process Action
1119,data/001119/001119.sysml,data/001119/001119.txt,agent,B,electronics,4,66.4,71.1,62.2,58.4,69.2,ok,Light Source | Substrate | Reference | Processor | Membrane | Lock In,Photodetector | Electrolyte | Insulator | Optics | Amplify | biasControl
